name,smiles,inchi,mass,Ethyl,Aldehydes,Carbonyl,Peroxide,Pan
CH4,C,InChI=1S/CH4/h1H4,16.0425,0,0,0,0,0
CH3O2,CO[O],InChI=1S/CH3O2/c1-3-2/h1H3,47.0333,0,0,0,1,0
CH3O,C[O],InChI=1S/CH3O/c1-2/h1H3,31.0339,0,0,0,0,0
CH3NO3,CON(=O)=O,InChI=1S/CH3NO3/c1-5-2(3)4/h1H3,77.0394,0,0,0,0,0
CH3O2NO2,COON(=O)=O,InChI=1S/CH3NO4/c1-5-6-2(3)4/h1H3,93.0388,0,0,0,2,0
CH3OOH,COO,"InChI=1S/CH4O2/c1-3-2/h2H,1H3",48.0413,0,0,0,1,0
C2H6,CC,InChI=1S/C2H6/c1-2/h1-2H3,30.0690,1,0,0,0,0
C2H5O2,CCO[O],"InChI=1S/C2H5O2/c1-2-4-3/h2H2,1H3",61.0599,1,0,0,1,0
C2H5O,CC[O],"InChI=1S/C2H5O/c1-2-3/h2H2,1H3",45.0605,1,0,0,0,0
C2H5NO3,CCON(=O)=O,"InChI=1S/C2H5NO3/c1-2-6-3(4)5/h2H2,1H3",91.0660,1,0,0,0,0
C2H5OOH,CCOO,"InChI=1S/C2H6O2/c1-2-4-3/h3H,2H2,1H3",62.0678,1,0,0,1,0
C3H8,CCC,"InChI=1S/C3H8/c1-3-2/h3H2,1-2H3",44.0956,2,0,0,0,0
NC3H7O2,CCCO[O],"InChI=1S/C3H7O2/c1-2-3-5-4/h2-3H2,1H3",75.0865,2,0,0,1,0
NC3H7O,CCC[O],"InChI=1S/C3H7O/c1-2-3-4/h2-3H2,1H3",59.0871,2,0,0,0,0
NC3H7NO3,CCCON(=O)=O,"InChI=1S/C3H7NO3/c1-2-3-7-4(5)6/h2-3H2,1H3",105.0926,2,0,0,0,0
NC3H7OOH,CCCOO,"InChI=1S/C3H8O2/c1-2-3-5-4/h4H,2-3H2,1H3",76.0944,2,0,0,1,0
IC3H7O2,[O]OC(C)C,"InChI=1S/C3H7O2/c1-3(2)5-4/h3H,1-2H3",75.0865,2,0,0,1,0
IC3H7O,CC(C)[O],"InChI=1S/C3H7O/c1-3(2)4/h3H,1-2H3",59.0871,2,0,0,0,0
IC3H7NO3,CC(C)ON(=O)=O,"InChI=1S/C3H7NO3/c1-3(2)7-4(5)6/h3H,1-2H3",105.0926,2,0,0,0,0
IC3H7OOH,OOC(C)C,"InChI=1S/C3H8O2/c1-3(2)5-4/h3-4H,1-2H3",76.0944,2,0,0,1,0
NC4H10,CCCC,"InChI=1S/C4H10/c1-3-4-2/h3-4H2,1-2H3",58.1222,3,0,0,0,0
NC4H9O2,CCCCO[O],"InChI=1S/C4H9O2/c1-2-3-4-6-5/h2-4H2,1H3",89.1131,3,0,0,1,0
NC4H9O,CCCC[O],"InChI=1S/C4H9O/c1-2-3-4-5/h2-4H2,1H3",73.1137,3,0,0,0,0
NC4H9NO3,CCCCON(=O)=O,"InChI=1S/C4H9NO3/c1-2-3-4-8-5(6)7/h2-4H2,1H3",119.1192,3,0,0,0,0
HO1C4O2,OCCCCO[O],"InChI=1S/C4H9O3/c5-3-1-2-4-7-6/h5H,1-4H2",105.1125,3,0,0,1,0
HO1C4O,OCCCC[O],"InChI=1S/C4H9O2/c5-3-1-2-4-6/h5H,1-4H2",89.1131,3,0,0,0,0
HOC3H6CHO,OCCCC=O,"InChI=1S/C4H8O2/c5-3-1-2-4-6/h3,6H,1-2,4H2",88.1051,3,1,0,0,0
HO1C4NO3,OCCCCON(=O)=O,"InChI=1S/C4H9NO4/c6-3-1-2-4-9-5(7)8/h6H,1-4H2",135.1186,3,0,0,0,0
NC4H9OOH,CCCCOO,"InChI=1S/C4H10O2/c1-2-3-4-6-5/h5H,2-4H2,1H3",90.1210,3,0,0,1,0
HO1C4OOH,OCCCCOO,"InChI=1S/C4H10O3/c5-3-1-2-4-7-6/h5-6H,1-4H2",106.1204,3,0,0,1,0
HOC4H8OH,OCCCCO,"InChI=1S/C4H10O2/c5-3-1-2-4-6/h5-6H,1-4H2",90.1210,3,0,0,0,0
HO1C3O2,OCCCO[O],"InChI=1S/C3H7O3/c4-2-1-3-6-5/h4H,1-3H2",91.0859,2,0,0,1,0
HOC3H6CO3,OCCCC(=O)O[O],"InChI=1S/C4H7O4/c5-3-1-2-4(6)8-7/h5H,1-3H2",119.0960,3,0,1,1,0
HO1C3NO3,OCCCON(=O)=O,"InChI=1S/C3H7NO4/c5-2-1-3-8-4(6)7/h5H,1-3H2",121.0920,2,0,0,0,0
HO1C3O,OCCC[O],"InChI=1S/C3H7O2/c4-2-1-3-5/h4H,1-3H2",75.0865,2,0,0,0,0
HOC2H4CHO,OCCC=O,"InChI=1S/C3H6O2/c4-2-1-3-5/h2,5H,1,3H2",74.0785,2,1,0,0,0
C4PAN1,OCCCC(=O)OON(=O)=O,"InChI=1S/C4H7NO6/c6-3-1-2-4(7)10-11-5(8)9/h6H,1-3H2",165.1015,3,0,1,2,1
HOC3H6CO3H,OCCCC(=O)OO,"InChI=1S/C4H8O4/c5-3-1-2-4(6)8-7/h5,7H,1-3H2",120.1039,3,0,1,1,0
HOC3H6CO2H,OCCCC(=O)O,"InChI=1S/C4H8O3/c5-3-1-2-4(6)7/h5H,1-3H2,(H,6,7)",104.1045,3,0,1,0,0
HO1C3OOH,OCCCOO,"InChI=1S/C3H8O3/c4-2-1-3-6-5/h4-5H,1-3H2",92.0938,2,0,0,1,0
HOC3H6OH,OCCCO,"InChI=1S/C3H8O2/c4-2-1-3-5/h4-5H,1-3H2",76.0944,2,0,0,0,0
HOC2H4CO3,OCCC(=O)O[O],"InChI=1S/C3H5O4/c4-2-1-3(5)7-6/h4H,1-2H2",105.0694,2,0,1,1,0
C3PAN1,OCCC(=O)OON(=O)=O,"InChI=1S/C3H5NO6/c5-2-1-3(6)9-10-4(7)8/h5H,1-2H2",151.0749,2,0,1,2,1
HOC2H4CO3H,OCCC(=O)OO,"InChI=1S/C3H6O4/c4-2-1-3(5)7-6/h4,6H,1-2H2",106.0773,2,0,1,1,0
HOC2H4CO2H,OCCC(=O)O,"InChI=1S/C3H6O3/c4-2-1-3(5)6/h4H,1-2H2,(H,5,6)",90.0779,2,0,1,0,0
SC4H9O2,CC(CC)O[O],"InChI=1S/C4H9O2/c1-3-4(2)6-5/h4H,3H2,1-2H3",89.1131,3,0,0,1,0
SC4H9NO3,CCC(C)ON(=O)=O,"InChI=1S/C4H9NO3/c1-3-4(2)8-5(6)7/h4H,3H2,1-2H3",119.1192,3,0,0,0,0
SC4H9O,CCC(C)[O],"InChI=1S/C4H9O/c1-3-4(2)5/h4H,3H2,1-2H3",73.1137,3,0,0,0,0
SC4H9OOH,CC(CC)OO,"InChI=1S/C4H10O2/c1-3-4(2)6-5/h4-5H,3H2,1-2H3",90.1210,3,0,0,1,0
IC4H10,CC(C)C,"InChI=1S/C4H10/c1-4(2)3/h4H,1-3H3",58.1222,3,0,0,0,0
IC4H9O2,[O]OCC(C)C,"InChI=1S/C4H9O2/c1-4(2)3-6-5/h4H,3H2,1-2H3",89.1131,3,0,0,1,0
IC4H9NO3,CC(C)CON(=O)=O,"InChI=1S/C4H9NO3/c1-4(2)3-8-5(6)7/h4H,3H2,1-2H3",119.1192,3,0,0,0,0
IC4H9O,[O]CC(C)C,"InChI=1S/C4H9O/c1-4(2)3-5/h4H,3H2,1-2H3",73.1137,3,0,0,0,0
IC4H9OOH,OOCC(C)C,"InChI=1S/C4H10O2/c1-4(2)3-6-5/h4-5H,3H2,1-2H3",90.1210,3,0,0,1,0
TC4H9O2,[O]OC(C)(C)C,"InChI=1S/C4H9O2/c1-4(2,3)6-5/h1-3H3",89.1131,3,0,0,1,0
TC4H9NO3,O=N(=O)OC(C)(C)C,"InChI=1S/C4H9NO3/c1-4(2,3)8-5(6)7/h1-3H3",119.1192,3,0,0,0,0
TC4H9O,CC(C)(C)[O],"InChI=1S/C4H9O/c1-4(2,3)5/h1-3H3",73.1137,3,0,0,0,0
TC4H9OOH,OOC(C)(C)C,"InChI=1S/C4H10O2/c1-4(2,3)6-5/h5H,1-3H3",90.1210,3,0,0,1,0
NC5H12,CCCCC,"InChI=1S/C5H12/c1-3-5-4-2/h3-5H2,1-2H3",72.1488,4,0,0,0,0
PEAO2,CCCCCO[O],"InChI=1S/C5H11O2/c1-2-3-4-5-7-6/h2-5H2,1H3",103.1396,4,0,0,1,0
PEANO3,CCCCCON(=O)=O,"InChI=1S/C5H11NO3/c1-2-3-4-5-9-6(7)8/h2-5H2,1H3",133.1457,4,0,0,0,0
PEAO,CCCCC[O],"InChI=1S/C5H11O/c1-2-3-4-5-6/h2-5H2,1H3",87.1402,4,0,0,0,0
HO1C5O2,OCCCC(C)O[O],"InChI=1S/C5H11O3/c1-5(8-7)3-2-4-6/h5-6H,2-4H2,1H3",119.1390,4,0,0,1,0
HO1C5O,OCCCC(C)[O],"InChI=1S/C5H11O2/c1-5(7)3-2-4-6/h5-6H,2-4H2,1H3",103.1396,4,0,0,0,0
HO2C4CHO,O=CCCC(C)O,"InChI=1S/C5H10O2/c1-5(7)3-2-4-6/h4-5,7H,2-3H2,1H3",102.1317,4,1,0,0,0
PEAOOH,CCCCCOO,"InChI=1S/C5H12O2/c1-2-3-4-5-7-6/h6H,2-5H2,1H3",104.1476,4,0,0,1,0
PEAOH,CCCCCO,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",88.1482,4,0,0,0,0
HO1C5OOH,OCCCC(C)OO,"InChI=1S/C5H12O3/c1-5(8-7)3-2-4-6/h5-7H,2-4H2,1H3",120.1470,4,0,0,1,0
HO1C5NO3,OCCCC(C)ON(=O)=O,"InChI=1S/C5H11NO4/c1-5(3-2-4-7)10-6(8)9/h5,7H,2-4H2,1H3",149.1451,4,0,0,0,0
CO2C5OH,OCCCC(=O)C,"InChI=1S/C5H10O2/c1-5(7)3-2-4-6/h6H,2-4H2,1H3",102.1317,4,0,1,0,0
HO2C5OH,OCCCC(C)O,"InChI=1S/C5H12O2/c1-5(7)3-2-4-6/h5-7H,2-4H2,1H3",104.1476,4,0,0,0,0
HO2C4O2,[O]OCCC(C)O,"InChI=1S/C4H9O3/c1-4(5)2-3-7-6/h4-5H,2-3H2,1H3",105.1125,3,0,0,1,0
HO2C4CO3,[O]OC(=O)CCC(C)O,"InChI=1S/C5H9O4/c1-4(6)2-3-5(7)9-8/h4,6H,2-3H2,1H3",133.1226,4,0,1,1,0
HO2C4NO3,CC(O)CCON(=O)=O,"InChI=1S/C4H9NO4/c1-4(6)2-3-9-5(7)8/h4,6H,2-3H2,1H3",135.1186,3,0,0,0,0
HO2C4O,[O]CCC(C)O,"InChI=1S/C4H9O2/c1-4(6)2-3-5/h4,6H,2-3H2,1H3",89.1131,3,0,0,0,0
HO2C3CHO,CC(O)CC=O,"InChI=1S/C4H8O2/c1-4(6)2-3-5/h3-4,6H,2H2,1H3",88.1051,3,1,0,0,0
HO13C4O2,OCCC(O)CO[O],"InChI=1S/C4H9O4/c5-2-1-4(6)3-8-7/h4-6H,1-3H2",121.1119,3,0,0,1,0
HO13C4O,OCCC(O)C[O],"InChI=1S/C4H9O3/c5-2-1-4(7)3-6/h4-5,7H,1-3H2",105.1125,3,0,0,0,0
HO13C4NO3,OCCC(O)CON(=O)=O,"InChI=1S/C4H9NO5/c6-2-1-4(7)3-10-5(8)9/h4,6-7H,1-3H2",151.1180,3,0,0,0,0
C5PAN1,CC(O)CCC(=O)OON(=O)=O,"InChI=1S/C5H9NO6/c1-4(7)2-3-5(8)11-12-6(9)10/h4,7H,2-3H2,1H3",179.1281,4,0,1,2,1
HO2C4CO2H,CC(O)CCC(=O)O,"InChI=1S/C5H10O3/c1-4(6)2-3-5(7)8/h4,6H,2-3H2,1H3,(H,7,8)",118.1311,4,0,1,0,0
HO2C4CO3H,OOC(=O)CCC(C)O,"InChI=1S/C5H10O4/c1-4(6)2-3-5(7)9-8/h4,6,8H,2-3H2,1H3",134.1305,4,0,1,1,0
HO2C4OOH,OOCCC(C)O,"InChI=1S/C4H10O3/c1-4(5)2-3-7-6/h4-6H,2-3H2,1H3",106.1204,3,0,0,1,0
HO2C4OH,OCCC(C)O,"InChI=1S/C4H10O2/c1-4(6)2-3-5/h4-6H,2-3H2,1H3",90.1210,3,0,0,0,0
HO13C4OOH,OCCC(O)COO,"InChI=1S/C4H10O4/c5-2-1-4(6)3-8-7/h4-7H,1-3H2",122.1198,3,0,0,1,0
HO13C4OH,OCCC(O)CO,"InChI=1S/C4H10O3/c5-2-1-4(7)3-6/h4-7H,1-3H2",106.1204,3,0,0,0,0
HO13C3CHO,OC(CCO)C=O,"InChI=1S/C4H8O3/c5-2-1-4(7)3-6/h3-5,7H,1-2H2",104.1045,3,1,0,0,0
HO13C3CO3,OCCC(O)C(=O)O[O],"InChI=1S/C4H7O5/c5-2-1-3(6)4(7)9-8/h3,5-6H,1-2H2",135.0954,3,0,1,1,0
CO13C4OH,OCC(=O)CC=O,"InChI=1S/C4H6O3/c5-2-1-4(7)3-6/h2,6H,1,3H2",102.0886,3,1,1,0,0
C4PAN2,OCCC(O)C(=O)OON(=O)=O,"InChI=1S/C4H7NO7/c6-2-1-3(7)4(8)11-12-5(9)10/h3,6-7H,1-2H2",181.1009,3,0,1,2,1
HO13C3CO3H,OCCC(O)C(=O)OO,"InChI=1S/C4H8O5/c5-2-1-3(6)4(7)9-8/h3,5-6,8H,1-2H2",136.1033,3,0,1,1,0
CO2C3CHO,O=CCC(=O)C,"InChI=1S/C4H6O2/c1-4(6)2-3-5/h3H,2H2,1H3",86.0892,3,1,1,0,0
HO2C3CO3,[O]OC(=O)CC(C)O,"InChI=1S/C4H7O4/c1-3(5)2-4(6)8-7/h3,5H,2H2,1H3",119.0960,3,0,1,1,0
C4PAN3,CC(O)CC(=O)OON(=O)=O,"InChI=1S/C4H7NO6/c1-3(6)2-4(7)10-11-5(8)9/h3,6H,2H2,1H3",165.1015,3,0,1,2,1
HO2C3CO3H,OOC(=O)CC(C)O,"InChI=1S/C4H8O4/c1-3(5)2-4(6)8-7/h3,5,7H,2H2,1H3",120.1039,3,0,1,1,0
HO2C3CO2H,CC(O)CC(=O)O,"InChI=1S/C4H8O3/c1-3(5)2-4(6)7/h3,5H,2H2,1H3,(H,6,7)",104.1045,3,0,1,0,0
PEBO2,CC(CCC)O[O],"InChI=1S/C5H11O2/c1-3-4-5(2)7-6/h5H,3-4H2,1-2H3",103.1396,4,0,0,1,0
PEBNO3,CCCC(C)ON(=O)=O,"InChI=1S/C5H11NO3/c1-3-4-5(2)9-6(7)8/h5H,3-4H2,1-2H3",133.1457,4,0,0,0,0
PEBO,CCCC(C)[O],"InChI=1S/C5H11O/c1-3-4-5(2)6/h5H,3-4H2,1-2H3",87.1402,4,0,0,0,0
HO2C5O2,[O]OCCCC(C)O,"InChI=1S/C5H11O3/c1-5(6)3-2-4-8-7/h5-6H,2-4H2,1H3",119.1390,4,0,0,1,0
HO2C5O,[O]CCCC(C)O,"InChI=1S/C5H11O2/c1-5(7)3-2-4-6/h5,7H,2-4H2,1H3",103.1396,4,0,0,0,0
HO2C5NO3,CC(O)CCCON(=O)=O,"InChI=1S/C5H11NO4/c1-5(7)3-2-4-10-6(8)9/h5,7H,2-4H2,1H3",149.1451,4,0,0,0,0
PEBOOH,CC(CCC)OO,"InChI=1S/C5H12O2/c1-3-4-5(2)7-6/h5-6H,3-4H2,1-2H3",104.1476,4,0,0,1,0
PEBOH,CCCC(C)O,"InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3",88.1482,4,0,0,0,0
HO2C5OOH,OOCCCC(C)O,"InChI=1S/C5H12O3/c1-5(6)3-2-4-8-7/h5-7H,2-4H2,1H3",120.1470,4,0,0,1,0
C51O2,OCC(O[O])CC(=O)C,"InChI=1S/C5H9O4/c1-4(7)2-5(3-6)9-8/h5-6H,2-3H2,1H3",133.1226,4,0,1,1,0
CO2C4CHO,O=CCCC(=O)C,"InChI=1S/C5H8O2/c1-5(7)3-2-4-6/h4H,2-3H2,1H3",100.1158,4,1,1,0,0
C51NO3,OCC(CC(=O)C)ON(=O)=O,"InChI=1S/C5H9NO5/c1-4(8)2-5(3-7)11-6(9)10/h5,7H,2-3H2,1H3",163.1287,4,0,1,0,0
C51O,CC(=O)CC([O])CO,"InChI=1S/C5H9O3/c1-4(7)2-5(8)3-6/h5-6H,2-3H2,1H3",117.1232,4,0,1,0,0
C51OOH,OCC(OO)CC(=O)C,"InChI=1S/C5H10O4/c1-4(7)2-5(3-6)9-8/h5-6,8H,2-3H2,1H3",134.1305,4,0,1,1,0
C51OH,CC(=O)CC(O)CO,"InChI=1S/C5H10O3/c1-4(7)2-5(8)3-6/h5-6,8H,2-3H2,1H3",118.1311,4,0,1,0,0
HO1CO24C5,CC(=O)CC(=O)CO,"InChI=1S/C5H8O3/c1-4(7)2-5(8)3-6/h6H,2-3H2,1H3",116.1152,4,0,2,0,0
CO24C4CHO,O=CC(=O)CC(=O)C,"InChI=1S/C5H6O3/c1-4(7)2-5(8)3-6/h3H,2H2,1H3",114.0993,4,1,2,0,0
CO2C4CO3,CC(=O)CCC(=O)O[O],"InChI=1S/C5H7O4/c1-4(6)2-3-5(7)9-8/h2-3H2,1H3",131.1067,4,0,2,1,0
CO2C4CO3H,CC(=O)CCC(=O)OO,"InChI=1S/C5H8O4/c1-4(6)2-3-5(7)9-8/h8H,2-3H2,1H3",132.1146,4,0,2,1,0
CO2C4CO2H,CC(=O)CCC(=O)O,"InChI=1S/C5H8O3/c1-4(6)2-3-5(7)8/h2-3H2,1H3,(H,7,8)",116.1152,4,0,2,0,0
C5PAN2,CC(=O)CCC(=O)OON(=O)=O,"InChI=1S/C5H7NO6/c1-4(7)2-3-5(8)11-12-6(9)10/h2-3H2,1H3",177.1122,4,0,2,2,1
PECO2,CCC(CC)O[O],"InChI=1S/C5H11O2/c1-3-5(4-2)7-6/h5H,3-4H2,1-2H3",103.1396,4,0,0,1,0
PECNO3,CCC(CC)ON(=O)=O,"InChI=1S/C5H11NO3/c1-3-5(4-2)9-6(7)8/h5H,3-4H2,1-2H3",133.1457,4,0,0,0,0
PECO,CCC([O])CC,"InChI=1S/C5H11O/c1-3-5(6)4-2/h5H,3-4H2,1-2H3",87.1402,4,0,0,0,0
PECOOH,CCC(CC)OO,"InChI=1S/C5H12O2/c1-3-5(4-2)7-6/h5-6H,3-4H2,1-2H3",104.1476,4,0,0,1,0
PECOH,CCC(O)CC,"InChI=1S/C5H12O/c1-3-5(6)4-2/h5-6H,3-4H2,1-2H3",88.1482,4,0,0,0,0
IC5H12,CCC(C)C,"InChI=1S/C5H12/c1-4-5(2)3/h5H,4H2,1-3H3",72.1488,4,0,0,0,0
IPEAO2,CC(CO[O])CC,"InChI=1S/C5H11O2/c1-3-5(2)4-7-6/h5H,3-4H2,1-2H3",103.1396,4,0,0,1,0
IPEAO,CCC(C)C[O],"InChI=1S/C5H11O/c1-3-5(2)4-6/h5H,3-4H2,1-2H3",87.1402,4,0,0,0,0
IPEANO3,CCC(C)CON(=O)=O,"InChI=1S/C5H11NO3/c1-3-5(2)4-9-6(7)8/h5H,3-4H2,1-2H3",133.1457,4,0,0,0,0
BUT2CHO,CC(CC)C=O,"InChI=1S/C5H10O/c1-3-5(2)4-6/h4-5H,3H2,1-2H3",86.1323,4,1,0,0,0
C52O2,[O]OCCC(C)CO,"InChI=1S/C5H11O3/c1-5(4-6)2-3-8-7/h5-6H,2-4H2,1H3",119.1390,4,0,0,1,0
C52O,[O]CCC(C)CO,"InChI=1S/C5H11O2/c1-5(4-7)2-3-6/h5,7H,2-4H2,1H3",103.1396,4,0,0,0,0
C52NO3,OCC(C)CCON(=O)=O,"InChI=1S/C5H11NO4/c1-5(4-7)2-3-10-6(8)9/h5,7H,2-4H2,1H3",149.1451,4,0,0,0,0
HOBUT2CHO,CC(CCO)C=O,"InChI=1S/C5H10O2/c1-5(4-7)2-3-6/h4-6H,2-3H2,1H3",102.1317,4,1,0,0,0
IPEAOOH,CC(COO)CC,"InChI=1S/C5H12O2/c1-3-5(2)4-7-6/h5-6H,3-4H2,1-2H3",104.1476,4,0,0,1,0
IPEAOH,CCC(C)CO,"InChI=1S/C5H12O/c1-3-5(2)4-6/h5-6H,3-4H2,1-2H3",88.1482,4,0,0,0,0
C52OOH,OOCCC(C)CO,"InChI=1S/C5H12O3/c1-5(4-6)2-3-8-7/h5-7H,2-4H2,1H3",120.1470,4,0,0,1,0
HOIBUTCHO,CC(CC=O)CO,"InChI=1S/C5H10O2/c1-5(4-7)2-3-6/h3,5,7H,2,4H2,1H3",102.1317,4,1,0,0,0
C52OH,OCCC(C)CO,"InChI=1S/C5H12O2/c1-5(4-7)2-3-6/h5-7H,2-4H2,1H3",104.1476,4,0,0,0,0
HOIBUTCO3,OCC(C)CC(=O)O[O],"InChI=1S/C5H9O4/c1-4(3-6)2-5(7)9-8/h4,6H,2-3H2,1H3",133.1226,4,0,1,1,0
HOIBUTCO3H,OCC(C)CC(=O)OO,"InChI=1S/C5H10O4/c1-4(3-6)2-5(7)9-8/h4,6,8H,2-3H2,1H3",134.1305,4,0,1,1,0
C5PAN3,OCC(C)CC(=O)OON(=O)=O,"InChI=1S/C5H9NO6/c1-4(3-7)2-5(8)11-12-6(9)10/h4,7H,2-3H2,1H3",179.1281,4,0,1,2,1
BUT2CO3,CC(CC)C(=O)O[O],"InChI=1S/C5H9O3/c1-3-4(2)5(6)8-7/h4H,3H2,1-2H3",117.1232,4,0,1,1,0
HOBUT2CO3,OCCC(C)C(=O)O[O],"InChI=1S/C5H9O4/c1-4(2-3-6)5(7)9-8/h4,6H,2-3H2,1H3",133.1226,4,0,1,1,0
C5PAN4,CCC(C)C(=O)OON(=O)=O,"InChI=1S/C5H9NO5/c1-3-4(2)5(7)10-11-6(8)9/h4H,3H2,1-2H3",163.1287,4,0,1,2,1
C5PAN5,OCCC(C)C(=O)OON(=O)=O,"InChI=1S/C5H9NO6/c1-4(2-3-7)5(8)11-12-6(9)10/h4,7H,2-3H2,1H3",179.1281,4,0,1,2,1
BUT2CO3H,CC(CC)C(=O)OO,"InChI=1S/C5H10O3/c1-3-4(2)5(6)8-7/h4,7H,3H2,1-2H3",118.1311,4,0,1,1,0
BUT2CO2H,CC(CC)C(=O)O,"InChI=1S/C5H10O2/c1-3-4(2)5(6)7/h4H,3H2,1-2H3,(H,6,7)",102.1317,4,0,1,0,0
HOBUT2CO3H,OCCC(C)C(=O)OO,"InChI=1S/C5H10O4/c1-4(2-3-6)5(7)9-8/h4,6,8H,2-3H2,1H3",134.1305,4,0,1,1,0
HOBUT2CO2H,OCCC(C)C(=O)O,"InChI=1S/C5H10O3/c1-4(2-3-6)5(7)8/h4,6H,2-3H2,1H3,(H,7,8)",118.1311,4,0,1,0,0
IPEBO2,[O]OC(C)C(C)C,"InChI=1S/C5H11O2/c1-4(2)5(3)7-6/h4-5H,1-3H3",103.1396,4,0,0,1,0
IPEBO,CC([O])C(C)C,"InChI=1S/C5H11O/c1-4(2)5(3)6/h4-5H,1-3H3",87.1402,4,0,0,0,0
IPEBNO3,O=N(=O)OC(C)C(C)C,"InChI=1S/C5H11NO3/c1-4(2)5(3)9-6(7)8/h4-5H,1-3H3",133.1457,4,0,0,0,0
IPEBOOH,OOC(C)C(C)C,"InChI=1S/C5H12O2/c1-4(2)5(3)7-6/h4-6H,1-3H3",104.1476,4,0,0,1,0
IPEBOH,CC(O)C(C)C,"InChI=1S/C5H12O/c1-4(2)5(3)6/h4-6H,1-3H3",88.1482,4,0,0,0,0
MIPK,CC(=O)C(C)C,"InChI=1S/C5H10O/c1-4(2)5(3)6/h4H,1-3H3",86.1323,4,0,1,0,0
MIPKAO2,[O]OC(C)(C)C(=O)C,"InChI=1S/C5H9O3/c1-4(6)5(2,3)8-7/h1-3H3",117.1232,4,0,1,1,0
MIPKAO,CC(=O)C(C)(C)[O],"InChI=1S/C5H9O2/c1-4(6)5(2,3)7/h1-3H3",101.1238,4,0,1,0,0
MIPKBO2,CC(CO[O])C(=O)C,"InChI=1S/C5H9O3/c1-4(3-8-7)5(2)6/h4H,3H2,1-2H3",117.1232,4,0,1,1,0
MIPKBO,CC(C[O])C(=O)C,"InChI=1S/C5H9O2/c1-4(3-6)5(2)7/h4H,3H2,1-2H3",101.1238,4,0,1,0,0
MIPKBNO3,O=N(=O)OCC(C)C(=O)C,"InChI=1S/C5H9NO4/c1-4(5(2)7)3-10-6(8)9/h4H,3H2,1-2H3",147.1293,4,0,1,0,0
CO2C43CHO,O=CC(C)C(=O)C,"InChI=1S/C5H8O2/c1-4(3-6)5(2)7/h3-4H,1-2H3",100.1158,4,1,1,0,0
C53O2,[O]OCC(=O)C(C)CO,"InChI=1S/C5H9O4/c1-4(2-6)5(7)3-9-8/h4,6H,2-3H2,1H3",133.1226,4,0,1,1,0
C53O,[O]CC(=O)C(C)CO,"InChI=1S/C5H9O3/c1-4(2-6)5(8)3-7/h4,6H,2-3H2,1H3",117.1232,4,0,1,0,0
HOIPRCO3,OCC(C)C(=O)O[O],"InChI=1S/C4H7O4/c1-3(2-5)4(6)8-7/h3,5H,2H2,1H3",119.0960,3,0,1,1,0
MIPKAOOH,OOC(C)(C)C(=O)C,"InChI=1S/C5H10O3/c1-4(6)5(2,3)8-7/h7H,1-3H3",118.1311,4,0,1,1,0
MIPKAOH,CC(=O)C(C)(C)O,"InChI=1S/C5H10O2/c1-4(6)5(2,3)7/h7H,1-3H3",102.1317,4,0,1,0,0
MIPKBOOH,CC(COO)C(=O)C,"InChI=1S/C5H10O3/c1-4(3-8-7)5(2)6/h4,7H,3H2,1-2H3",118.1311,4,0,1,1,0
MIPKBOH,CC(CO)C(=O)C,"InChI=1S/C5H10O2/c1-4(3-6)5(2)7/h4,6H,3H2,1-2H3",102.1317,4,0,1,0,0
C53OOH,OOCC(=O)C(C)CO,"InChI=1S/C5H10O4/c1-4(2-6)5(7)3-9-8/h4,6,8H,2-3H2,1H3",134.1305,4,0,1,1,0
C53OH,OCC(=O)C(C)CO,"InChI=1S/C5H10O3/c1-4(2-6)5(8)3-7/h4,6-7H,2-3H2,1H3",118.1311,4,0,1,0,0
HOIPRGLYOX,CC(CO)C(=O)C=O,"InChI=1S/C5H8O3/c1-4(2-6)5(8)3-7/h3-4,6H,2H2,1H3",116.1152,4,1,1,0,0
C4PAN4,OCC(C)C(=O)OON(=O)=O,"InChI=1S/C4H7NO6/c1-3(2-6)4(7)10-11-5(8)9/h3,6H,2H2,1H3",165.1015,3,0,1,2,1
HOIPRCO3H,OCC(C)C(=O)OO,"InChI=1S/C4H8O4/c1-3(2-5)4(6)8-7/h3,5,7H,2H2,1H3",120.1039,3,0,1,1,0
HOIPRCO2H,OCC(C)C(=O)O,"InChI=1S/C4H8O3/c1-3(2-5)4(6)7/h3,5H,2H2,1H3,(H,6,7)",104.1045,3,0,1,0,0
C41CO3,CC(C(=O)O[O])C(=O)C,"InChI=1S/C5H7O4/c1-3(4(2)6)5(7)9-8/h3H,1-2H3",131.1067,4,0,2,1,0
C41CO3H,CC(C(=O)OO)C(=O)C,"InChI=1S/C5H8O4/c1-3(4(2)6)5(7)9-8/h3,8H,1-2H3",132.1146,4,0,2,1,0
C41CO2H,CC(C(=O)C)C(=O)O,"InChI=1S/C5H8O3/c1-3(4(2)6)5(7)8/h3H,1-2H3,(H,7,8)",116.1152,4,0,2,0,0
C5PAN7,O=N(=O)OOC(=O)C(C)C(=O)C,"InChI=1S/C5H7NO6/c1-3(4(2)7)5(8)11-12-6(9)10/h3H,1-2H3",177.1122,4,0,2,2,1
