name,smiles,inchi,mass,Ethyl,Aldehydes,Carbonyl,Peroxide,Pan
HNMVKO,OCC([O])C(=O)CON(=O)=O,"InChI=1S/C4H6NO6/c6-1-3(7)4(8)2-11-5(9)10/h3,6H,1-2H2",164.0935,3,0,1,0,0
HNMVKOOH,OCC(OO)C(=O)CON(=O)=O,"InChI=1S/C4H7NO7/c6-1-4(12-10)3(7)2-11-5(8)9/h4,6,10H,1-2H2",181.1009,3,0,1,1,0
HNMVKOH,OCC(O)C(=O)CON(=O)=O,"InChI=1S/C4H7NO6/c6-1-3(7)4(8)2-11-5(9)10/h3,6-7H,1-2H2",165.1015,3,0,1,0,0
HNBIACET,OCC(=O)C(=O)CON(=O)=O,"InChI=1S/C4H5NO6/c6-1-3(7)4(8)2-11-5(9)10/h6H,1-2H2",163.0856,3,0,2,0,0
NCO23CHO,O=CC(=O)C(=O)CON(=O)=O,"InChI=1S/C4H3NO6/c6-1-3(7)4(8)2-11-5(9)10/h1H,2H2",161.0697,3,1,2,0,0
NBUTDBO2,[O]OCC=CCON(=O)=O,"InChI=1S/C4H6NO5/c6-5(7)9-3-1-2-4-10-8/h1-2H,3-4H2",148.0941,2,0,0,1,0
NBUTDBO,[O]CC=CCON(=O)=O,"InChI=1S/C4H6NO4/c6-3-1-2-4-9-5(7)8/h1-2H,3-4H2",132.0947,2,0,0,0,0
NBUTDBNO3,O=N(=O)OCC=CCON(=O)=O,"InChI=1S/C4H6N2O6/c7-5(8)11-3-1-2-4-12-6(9)10/h1-2H,3-4H2",178.1002,2,0,0,0,0
NBUTDBOOH,OOCC=CCON(=O)=O,"InChI=1S/C4H7NO5/c6-5(7)9-3-1-2-4-10-8/h1-2,8H,3-4H2",149.1021,2,0,0,1,0
NC3CHO,O=CC=CCON(=O)=O,"InChI=1S/C4H5NO4/c6-3-1-2-4-9-5(7)8/h1-3H,4H2",131.0868,2,1,0,0,0
NC3CO3,[O]OC(=O)C=CCON(=O)=O,"InChI=1S/C4H4NO6/c6-4(11-9)2-1-3-10-5(7)8/h1-2H,3H2",162.0777,2,0,1,1,0
NC3CO3H,OOC(=O)C=CCON(=O)=O,"InChI=1S/C4H5NO6/c6-4(11-9)2-1-3-10-5(7)8/h1-2,9H,3H2",163.0856,2,0,1,1,0
NC3CO2H,O=N(=O)OCC=CC(=O)O,"InChI=1S/C4H5NO5/c6-4(7)2-1-3-10-5(8)9/h1-2H,3H2,(H,6,7)",147.0862,2,0,1,0,0
C4PAN9,O=N(=O)OCC=CC(=O)OON(=O)=O,"InChI=1S/C4H4N2O8/c7-4(13-14-6(10)11)2-1-3-12-5(8)9/h1-2H,3H2",208.0832,2,0,1,2,1
C42O2,[O]OC(CON(=O)=O)C(O)C=O,"InChI=1S/C4H6NO7/c6-1-3(7)4(12-10)2-11-5(8)9/h1,3-4,7H,2H2",180.0929,3,1,0,1,0
C42O,O=CC(O)C([O])CON(=O)=O,"InChI=1S/C4H6NO6/c6-1-3(7)4(8)2-11-5(9)10/h1,3-4,7H,2H2",164.0935,3,1,0,0,0
C42OOH,OOC(CON(=O)=O)C(O)C=O,"InChI=1S/C4H7NO7/c6-1-3(7)4(12-10)2-11-5(8)9/h1,3-4,7,10H,2H2",181.1009,3,1,0,1,0
C42OH,O=CC(O)C(O)CON(=O)=O,"InChI=1S/C4H7NO6/c6-1-3(7)4(8)2-11-5(9)10/h1,3-4,7-8H,2H2",165.1015,3,1,0,0,0
C42AOH,O=CC(O)CON(=O)=O,"InChI=1S/C3H5NO5/c5-1-3(6)2-9-4(7)8/h1,3,6H,2H2",135.0755,2,1,0,0,0
H3NCO2CHO,O=CC(O)C(=O)CON(=O)=O,"InChI=1S/C4H5NO6/c6-1-3(7)4(8)2-11-5(9)10/h1,3,7H,2H2",163.0856,3,1,1,0,0
NMGLYOX,O=CC(=O)CON(=O)=O,"InChI=1S/C3H3NO5/c5-1-3(6)2-9-4(7)8/h1H,2H2",133.0596,2,1,1,0,0
ACROO,[O-][O+]=CC=C,"InChI=1S/C3H4O2/c1-2-3-5-4/h2-3H,1H2",72.0627,1,1,0,0,0
NAOO,[O-][O+]=CCCON(=O)=O,"InChI=1S/C3H5NO5/c5-4(6)8-2-1-3-9-7/h3H,1-2H2",135.0755,2,1,0,0,0
C2H2,C#C,InChI=1S/C2H2/c1-2/h1-2H,26.0373,0,0,0,0,0
HOC2H2O2,[O]OC=CO,InChI=1S/C2H3O3/c3-1-2-5-4/h1-3H,75.0434,0,0,0,1,0
CH3CL,CCl,InChI=1S/CH3Cl/c1-2/h1H3,50.4875,0,0,0,0,0
CH2CLO2,[O]OCCl,InChI=1S/CH2ClO2/c2-1-4-3/h1H2,81.4784,0,0,0,1,0
CH2CLO,[O]CCl,InChI=1S/CH2ClO/c2-1-3/h1H2,65.4790,0,0,0,0,0
CH2CLOOH,OOCCl,"InChI=1S/CH3ClO2/c2-1-4-3/h3H,1H2",82.4863,0,0,0,1,0
CHOCL,ClC=O,InChI=1S/CHClO/c2-1-3/h1H,64.4710,0,0,0,0,0
CH2CLOH,OCCl,"InChI=1S/CH3ClO/c2-1-3/h3H,1H2",66.4869,0,0,0,0,0
CH2CL2,ClCCl,InChI=1S/CH2Cl2/c2-1-3/h1H2,84.9326,0,0,0,0,0
CHCL2O2,[O]OC(Cl)Cl,InChI=1S/CHCl2O2/c2-1(3)5-4/h1H,115.9234,0,0,0,1,0
CHCL2O,[O]C(Cl)Cl,InChI=1S/CHCl2O/c2-1(3)4/h1H,99.9240,0,0,0,0,0
CHCL2OOH,OOC(Cl)Cl,"InChI=1S/CH2Cl2O2/c2-1(3)5-4/h1,4H",116.9314,0,0,0,1,0
CHCL2OH,OC(Cl)Cl,"InChI=1S/CH2Cl2O/c2-1(3)4/h1,4H",100.9320,0,0,0,0,0
COCL2,ClC(=O)Cl,InChI=1S/CCl2O/c2-1(3)4,98.9161,0,0,1,0,0
CH3CCL3,CC(Cl)(Cl)Cl,"InChI=1S/C2H3Cl3/c1-2(3,4)5/h1H3",133.4042,1,0,0,0,0
CCL3CH2O2,[O]OCC(Cl)(Cl)Cl,"InChI=1S/C2H2Cl3O2/c3-2(4,5)1-7-6/h1H2",164.3951,1,0,0,1,0
CCL3CH2O,[O]CC(Cl)(Cl)Cl,"InChI=1S/C2H2Cl3O/c3-2(4,5)1-6/h1H2",148.3957,1,0,0,0,0
CCL3CH2OOH,OOCC(Cl)(Cl)Cl,"InChI=1S/C2H3Cl3O2/c3-2(4,5)1-7-6/h6H,1H2",165.4030,1,0,0,1,0
CCL3CHO,O=CC(Cl)(Cl)Cl,"InChI=1S/C2HCl3O/c3-2(4,5)1-6/h1H",147.3877,1,1,0,0,0
CCL3CH2OH,OCC(Cl)(Cl)Cl,"InChI=1S/C2H3Cl3O/c3-2(4,5)1-6/h6H,1H2",149.4036,1,0,0,0,0
CCL3CO3,[O]OC(=O)C(Cl)(Cl)Cl,"InChI=1S/C2Cl3O3/c3-2(4,5)1(6)8-7",178.3786,1,0,1,1,0
CCL3O2,[O]OC(Cl)(Cl)Cl,"InChI=1S/CCl3O2/c2-1(3,4)6-5",150.3685,0,0,0,1,0
CCL3CO2,[O]C(=O)C(Cl)(Cl)Cl,"InChI=1S/C2Cl3O2/c3-2(4,5)1(6)7",162.3792,1,0,1,0,0
CCL3CO3H,OOC(=O)C(Cl)(Cl)Cl,"InChI=1S/C2HCl3O3/c3-2(4,5)1(6)8-7/h7H",179.3865,1,0,1,1,0
CCL3O,[O]C(Cl)(Cl)Cl,"InChI=1S/CCl3O/c2-1(3,4)5",134.3691,0,0,0,0,0
CCL3OOH,OOC(Cl)(Cl)Cl,"InChI=1S/CHCl3O2/c2-1(3,4)6-5/h5H",151.3764,0,0,0,1,0
CCL3PAN,O=N(=O)OOC(=O)C(Cl)(Cl)Cl,"InChI=1S/C2Cl3NO5/c3-2(4,5)1(7)10-11-6(8)9",224.3841,1,0,1,2,1
CHCL3,ClC(Cl)Cl,InChI=1S/CHCl3/c2-1(3)4/h1H,119.3776,0,0,0,0,0
CCL3OH,OC(Cl)(Cl)Cl,"InChI=1S/CHCl3O/c2-1(3,4)5/h5H",135.3770,0,0,0,0,0
TCE,ClC(=C(Cl)Cl)Cl,InChI=1S/C2Cl4/c3-1(4)2(5)6,165.8334,0,0,0,0,0
TCEOHO2,[O]OC(Cl)(Cl)C(O)(Cl)Cl,"InChI=1S/C2HCl4O3/c3-1(4,7)2(5,6)9-8/h7H",214.8395,1,0,0,1,0
TCEOHO,OC(Cl)(Cl)C([O])(Cl)Cl,"InChI=1S/C2HCl4O2/c3-1(4,7)2(5,6)8/h7H",198.8401,1,0,0,0,0
TCEOHOOH,OOC(Cl)(Cl)C(O)(Cl)Cl,"InChI=1S/C2H2Cl4O3/c3-1(4,7)2(5,6)9-8/h7-8H",215.8475,1,0,0,1,0
TCE2OH,OC(Cl)(Cl)C(O)(Cl)Cl,"InChI=1S/C2H2Cl4O2/c3-1(4,7)2(5,6)8/h7-8H",199.8481,1,0,0,0,0
TRICLETH,ClC=C(Cl)Cl,InChI=1S/C2HCl3/c3-1-2(4)5/h1H,131.3883,0,0,0,0,0
C2CL3OHAO2,[O]OC(Cl)(Cl)C(O)Cl,"InChI=1S/C2H2Cl3O3/c3-1(6)2(4,5)8-7/h1,6H",180.3945,1,0,0,1,0
C2CL3OHBO2,[O]OC(Cl)C(O)(Cl)Cl,"InChI=1S/C2H2Cl3O3/c3-1(8-7)2(4,5)6/h1,6H",180.3945,1,0,0,1,0
C2CL3OHAO,OC(Cl)C([O])(Cl)Cl,"InChI=1S/C2H2Cl3O2/c3-1(6)2(4,5)7/h1,6H",164.3951,1,0,0,0,0
C2CL3OHOOH,OOC(Cl)(Cl)C(O)Cl,"InChI=1S/C2H3Cl3O3/c3-1(6)2(4,5)8-7/h1,6-7H",181.4024,1,0,0,1,0
C2CL32OH,OC(Cl)C(O)(Cl)Cl,"InChI=1S/C2H3Cl3O2/c3-1(6)2(4,5)7/h1,6-7H",165.4030,1,0,0,0,0
C2CL3OHBO,[O]C(Cl)C(O)(Cl)Cl,"InChI=1S/C2H2Cl3O2/c3-1(6)2(4,5)7/h1,7H",164.3951,1,0,0,0,0
C2CL3HOOOH,OOC(Cl)C(O)(Cl)Cl,"InChI=1S/C2H3Cl3O3/c3-1(8-7)2(4,5)6/h1,6-7H",181.4024,1,0,0,1,0
CCL2OHCOCL,ClC(=O)C(O)(Cl)Cl,"InChI=1S/C2HCl3O2/c3-1(6)2(4,5)7/h7H",163.3871,1,0,1,0,0
CLCOCCL2O,ClC(=O)C([O])(Cl)Cl,"InChI=1S/C2Cl3O2/c3-1(6)2(4,5)7",162.3792,1,0,1,0,0
DICLETH,ClC=CCl,InChI=1S/C2H2Cl2/c3-1-2-4/h1-2H,96.9433,0,0,0,0,0
C2CL2OHO2,[O]OC(Cl)C(O)Cl,"InChI=1S/C2H3Cl2O3/c3-1(5)2(4)7-6/h1-2,5H",145.9494,1,0,0,1,0
C2CL2OHO,OC(Cl)C([O])Cl,"InChI=1S/C2H3Cl2O2/c3-1(5)2(4)6/h1-2,5H",129.9500,1,0,0,0,0
C2CL2OHOOH,OOC(Cl)C(O)Cl,"InChI=1S/C2H4Cl2O3/c3-1(5)2(4)7-6/h1-2,5-6H",146.9574,1,0,0,1,0
CCLOHCOCL,ClC(=O)C(O)Cl,"InChI=1S/C2H2Cl2O2/c3-1(5)2(4)6/h1,5H",128.9421,1,0,1,0,0
C2CL2OH2,OC(Cl)C(O)Cl,"InChI=1S/C2H4Cl2O2/c3-1(5)2(4)6/h1-2,5-6H",130.9580,1,0,0,0,0
CLGLYOX,ClC(=O)C(=O)Cl,InChI=1S/C2Cl2O2/c3-1(5)2(4)6,126.9262,1,0,2,0,0
CYHEXOL,OC1CCCCC1,"InChI=1S/C6H12O/c7-6-4-2-1-3-5-6/h6-7H,1-5H2",100.1589,6,0,0,0,0
CYHEXONE,O=C1CCCCC1,InChI=1S/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,98.1430,6,0,1,0,0
CYHEXOLAO2,[O]OC1CCCCC1O,"InChI=1S/C6H11O3/c7-5-3-1-2-4-6(5)9-8/h5-7H,1-4H2",131.1497,6,0,0,1,0
CYHEXOLAO,OC1CCCCC1[O],"InChI=1S/C6H11O2/c7-5-3-1-2-4-6(5)8/h5-7H,1-4H2",115.1503,6,0,0,0,0
CYHXONANO3,O=C1CCCC(C1)ON(=O)=O,"InChI=1S/C6H9NO4/c8-5-2-1-3-6(4-5)11-7(9)10/h6H,1-4H2",159.1400,6,0,1,0,0
CYHXOLANO3,O=N(=O)OC1CCCCC1O,"InChI=1S/C6H11NO4/c8-5-3-1-2-4-6(5)11-7(9)10/h5-6,8H,1-4H2",161.1558,6,0,0,0,0
CYHXOLAOOH,OOC1CCCCC1O,"InChI=1S/C6H12O3/c7-5-3-1-2-4-6(5)9-8/h5-8H,1-4H2",132.1577,6,0,0,1,0
CYHXOLACO,OC1CCCCC1=O,"InChI=1S/C6H10O2/c7-5-3-1-2-4-6(5)8/h5,7H,1-4H2",114.1424,6,0,1,0,0
ALLYLOH,OCC=C,"InChI=1S/C3H6O/c1-2-3-4/h2,4H,1,3H2",58.0791,1,0,0,0,0
CYHXDIOLA,OC1CCCCC1O,"InChI=1S/C6H12O2/c7-5-3-1-2-4-6(5)8/h5-8H,1-4H2",116.1583,6,0,0,0,0
C6DIAL,O=CCCCCC=O,"InChI=1S/C6H10O2/c7-5-3-1-2-4-6-8/h5-6H,1-4H2",114.1424,5,2,0,0,0
CYC6DIONE,O=C1CCCCC1=O,InChI=1S/C6H8O2/c7-5-3-1-2-4-6(5)8/h1-4H2,112.1265,6,0,2,0,0
CHOC4CO3,O=CCCCCC(=O)O[O],"InChI=1S/C6H9O4/c7-5-3-1-2-4-6(8)10-9/h5H,1-4H2",145.1333,5,1,1,1,0
CYC6DIONO2,[O]OC1CCC(=O)C(=O)C1,"InChI=1S/C6H7O4/c7-5-2-1-4(10-9)3-6(5)8/h4H,1-3H2",143.1174,6,0,2,1,0
CYC6DIONO,[O]C1CCC(=O)C(=O)C1,"InChI=1S/C6H7O3/c7-4-1-2-5(8)6(9)3-4/h4H,1-3H2",127.1180,6,0,2,0,0
CY6DIONOOH,OOC1CCC(=O)C(=O)C1,"InChI=1S/C6H8O4/c7-5-2-1-4(10-9)3-6(5)8/h4,9H,1-3H2",144.1253,6,0,2,1,0
CHOC4CO2,O=CCCCCC(=O)[O],"InChI=1S/C6H9O3/c7-5-3-1-2-4-6(8)9/h5H,1-4H2",129.1339,5,1,1,0,0
CHOC4PAN,O=CCCCCC(=O)OON(=O)=O,"InChI=1S/C6H9NO6/c8-5-3-1-2-4-6(9)12-13-7(10)11/h5H,1-4H2",191.1388,5,1,1,2,1
CHOC4CO3H,O=CCCCCC(=O)OO,"InChI=1S/C6H10O4/c7-5-3-1-2-4-6(8)10-9/h5,9H,1-4H2",146.1412,5,1,1,1,0
CHOC4O2,[O]OCCCCC=O,"InChI=1S/C5H9O3/c6-4-2-1-3-5-8-7/h4H,1-3,5H2",117.1232,4,1,0,1,0
CHOC4O,[O]CCCCC=O,"InChI=1S/C5H9O2/c6-4-2-1-3-5-7/h4H,1-3,5H2",101.1238,4,1,0,0,0
CHOC4OOH,OOCCCCC=O,"InChI=1S/C5H10O3/c6-4-2-1-3-5-8-7/h4,7H,1-3,5H2",118.1311,4,1,0,1,0
C6145COO2,[O]OCC(=O)C(=O)CCC=O,"InChI=1S/C6H7O5/c7-3-1-2-5(8)6(9)4-11-10/h3H,1-2,4H2",159.1168,5,1,2,1,0
HOC4CHOO2,OCCCC(O[O])C=O,"InChI=1S/C5H9O4/c6-3-1-2-5(4-7)9-8/h4-6H,1-3H2",133.1226,4,1,0,1,0
C6145COO,[O]CC(=O)C(=O)CCC=O,"InChI=1S/C6H7O4/c7-3-1-2-5(9)6(10)4-8/h3H,1-2,4H2",143.1174,5,1,2,0,0
C6145COOOH,OOCC(=O)C(=O)CCC=O,"InChI=1S/C6H8O5/c7-3-1-2-5(8)6(9)4-11-10/h3,10H,1-2,4H2",160.1247,5,1,2,1,0
C6TRONOHO2,[O]OC(CC=O)C(=O)C(=O)CO,"InChI=1S/C6H7O6/c7-2-1-5(12-11)6(10)4(9)3-8/h2,5,8H,1,3H2",175.1162,5,1,2,1,0
C6TRONOHO,[O]C(CC=O)C(=O)C(=O)CO,"InChI=1S/C6H7O5/c7-2-1-4(9)6(11)5(10)3-8/h2,4,8H,1,3H2",159.1168,5,1,2,0,0
C6TONOHOOH,OOC(CC=O)C(=O)C(=O)CO,"InChI=1S/C6H8O6/c7-2-1-5(12-11)6(10)4(9)3-8/h2,5,8,11H,1,3H2",176.1241,5,1,2,1,0
HOC4CHOO,[O]C(CCCO)C=O,"InChI=1S/C5H9O3/c6-3-1-2-5(8)4-7/h4-6H,1-3H2",117.1232,4,1,0,0,0
HOC4CHOOOH,OCCCC(OO)C=O,"InChI=1S/C5H10O4/c6-3-1-2-5(4-7)9-8/h4-6,8H,1-3H2",134.1305,4,1,0,1,0
C6DIALO2,O=CCCC(O[O])CC=O,"InChI=1S/C6H9O4/c7-4-1-2-6(10-9)3-5-8/h4-6H,1-3H2",145.1333,5,2,0,1,0
C6DIALO,O=CCCC([O])CC=O,"InChI=1S/C6H9O3/c7-4-1-2-6(9)3-5-8/h4-6H,1-3H2",129.1339,5,2,0,0,0
C6DIALOOH,O=CCCC(OO)CC=O,"InChI=1S/C6H10O4/c7-4-1-2-6(10-9)3-5-8/h4-6,9H,1-3H2",146.1412,5,2,0,1,0
C6DIALOH,O=CCCC(O)CC=O,"InChI=1S/C6H10O3/c7-4-1-2-6(9)3-5-8/h4-6,9H,1-3H2",130.1418,5,2,0,0,0
CHOC4OHO2,[O]OCC(O)CCC=O,"InChI=1S/C5H9O4/c6-3-1-2-5(7)4-9-8/h3,5,7H,1-2,4H2",133.1226,4,1,0,1,0
CHOC4OHO,OC(CCC=O)C[O],"InChI=1S/C5H9O3/c6-3-1-2-5(8)4-7/h3,5,8H,1-2,4H2",117.1232,4,1,0,0,0
CHOC4OHOOH,OOCC(O)CCC=O,"InChI=1S/C5H10O4/c6-3-1-2-5(7)4-9-8/h3,5,7-8H,1-2,4H2",134.1305,4,1,0,1,0
CHOC4DOLO2,OCC(O)CC(O[O])C=O,"InChI=1S/C5H9O5/c6-2-4(8)1-5(3-7)10-9/h3-6,8H,1-2H2",149.1220,4,1,0,1,0
CHOC4DOLO,OCC(O)CC([O])C=O,"InChI=1S/C5H9O4/c6-2-4(8)1-5(9)3-7/h2,4-5,7,9H,1,3H2",133.1226,4,1,0,0,0
ALC4DOLOOH,OCC(O)CC(OO)C=O,"InChI=1S/C5H10O5/c6-2-4(8)1-5(3-7)10-9/h3-6,8-9H,1-2H2",150.1299,4,1,0,1,0
CHOC3DIOL,OC(CC=O)CO,"InChI=1S/C4H8O3/c5-2-1-4(7)3-6/h2,4,6-7H,1,3H2",104.1045,3,1,0,0,0
C3DIOLO2,[O]OCC(O)CO,"InChI=1S/C3H7O4/c4-1-3(5)2-7-6/h3-5H,1-2H2",107.0853,2,0,0,1,0
C3DIOLO,OCC(O)C[O],"InChI=1S/C3H7O3/c4-1-3(6)2-5/h3-4,6H,1-2H2",91.0859,2,0,0,0,0
C3DIOLOOH,OOCC(O)CO,"InChI=1S/C3H8O4/c4-1-3(5)2-7-6/h3-6H,1-2H2",108.0932,2,0,0,1,0
CYHXONAO2,[O]OC1CCCC(=O)C1,"InChI=1S/C6H9O3/c7-5-2-1-3-6(4-5)9-8/h6H,1-4H2",129.1339,6,0,1,1,0
CYHXONAO,[O]C1CCCC(=O)C1,"InChI=1S/C6H9O2/c7-5-2-1-3-6(8)4-5/h5H,1-4H2",113.1345,6,0,1,0,0
CYHXONAOOH,OOC1CCCC(=O)C1,"InChI=1S/C6H10O3/c7-5-2-1-3-6(4-5)9-8/h6,8H,1-4H2",130.1418,6,0,1,1,0
CYC613DION,O=C1CCCC(=O)C1,InChI=1S/C6H8O2/c7-5-2-1-3-6(8)4-5/h1-4H2,112.1265,6,0,2,0,0
CYHXONAOH,OC1CCCC(=O)C1,"InChI=1S/C6H10O2/c7-5-2-1-3-6(8)4-5/h5,7H,1-4H2",114.1424,6,0,1,0,0
C6COCHOO2,[O]OCCCC(=O)CC=O,"InChI=1S/C6H9O4/c7-4-3-6(8)2-1-5-10-9/h4H,1-3,5H2",145.1333,5,1,1,1,0
C6COCHOO,[O]CCCC(=O)CC=O,"InChI=1S/C6H9O3/c7-4-1-2-6(9)3-5-8/h5H,1-4H2",129.1339,5,1,1,0,0
C6COCHOOOH,OOCCCC(=O)CC=O,"InChI=1S/C6H10O4/c7-4-3-6(8)2-1-5-10-9/h4,9H,1-3,5H2",146.1412,5,1,1,1,0
C6CODIAL,O=CCCC(=O)CC=O,"InChI=1S/C6H8O3/c7-4-1-2-6(9)3-5-8/h4-5H,1-3H2",128.1259,5,2,1,0,0
C6COHOCHO,OCCCC(=O)CC=O,"InChI=1S/C6H10O3/c7-4-1-2-6(9)3-5-8/h5,7H,1-4H2",130.1418,5,1,1,0,0
CY6DIONO2,[O]OC1CC(=O)CC(=O)C1,"InChI=1S/C6H7O4/c7-4-1-5(8)3-6(2-4)10-9/h6H,1-3H2",143.1174,6,0,2,1,0
CY6DIONO,[O]C1CC(=O)CC(=O)C1,"InChI=1S/C6H7O3/c7-4-1-5(8)3-6(9)2-4/h4H,1-3H2",127.1180,6,0,2,0,0
CY6COCOOOH,OOC1CC(=O)CC(=O)C1,"InChI=1S/C6H8O4/c7-4-1-5(8)3-6(2-4)10-9/h6,9H,1-3H2",144.1253,6,0,2,1,0
VINOH,OC=C,"InChI=1S/C2H4O/c1-2-3/h2-3H,1H2",44.0526,0,0,0,0,0
CY6TRION,O=C1CC(=O)CC(=O)C1,InChI=1S/C6H6O3/c7-4-1-5(8)3-6(9)2-4/h1-3H2,126.1100,6,0,3,0,0
CY6DIONOH,OC1CC(=O)CC(=O)C1,"InChI=1S/C6H8O3/c7-4-1-5(8)3-6(9)2-4/h4,7H,1-3H2",128.1259,6,0,2,0,0
CY6TRIONO2,[O]OCC(=O)CC(=O)CC=O,"InChI=1S/C6H7O5/c7-2-1-5(8)3-6(9)4-11-10/h2H,1,3-4H2",159.1168,5,1,2,1,0
C6COCHOCO3,O=CCCC(=O)CC(=O)O[O],"InChI=1S/C6H7O5/c7-3-1-2-5(8)4-6(9)11-10/h3H,1-2,4H2",159.1168,5,1,2,1,0
C5COCHOO2,[O]OCC(=O)CCC=O,"InChI=1S/C5H7O4/c6-3-1-2-5(7)4-9-8/h3H,1-2,4H2",131.1067,4,1,1,1,0
CHOC2H4O2,[O]OCCC=O,"InChI=1S/C3H5O3/c4-2-1-3-6-5/h2H,1,3H2",89.0700,2,1,0,1,0
CHOC2H4O,[O]CCC=O,"InChI=1S/C3H5O2/c4-2-1-3-5/h2H,1,3H2",73.0706,2,1,0,0,0
C6COCHOCO2,O=CCCC(=O)CC(=O)[O],"InChI=1S/C6H7O4/c7-3-1-2-5(8)4-6(9)10/h3H,1-2,4H2",143.1174,5,1,2,0,0
C6COCHOPAN,O=CCCC(=O)CC(=O)OON(=O)=O,"InChI=1S/C6H7NO7/c8-3-1-2-5(9)4-6(10)13-14-7(11)12/h3H,1-2,4H2",205.1223,5,1,2,2,1
C6COALCO3H,O=CCCC(=O)CC(=O)OO,"InChI=1S/C6H8O5/c7-3-1-2-5(8)4-6(9)11-10/h3,10H,1-2,4H2",160.1247,5,1,2,1,0
C6COALCO2H,O=CCCC(=O)CC(=O)O,"InChI=1S/C6H8O4/c7-3-1-2-5(8)4-6(9)10/h3H,1-2,4H2,(H,9,10)",144.1253,5,1,2,0,0
C6CYTONO2,[O]OC1C(=O)CC(=O)CC1=O,"InChI=1S/C6H5O5/c7-3-1-4(8)6(11-10)5(9)2-3/h6H,1-2H2",157.1009,6,0,3,1,0
C6CYTONO,O=C1CC(=O)C([O])C(=O)C1,"InChI=1S/C6H5O4/c7-3-1-4(8)6(10)5(9)2-3/h6H,1-2H2",141.1015,6,0,3,0,0
C6CYTONOOH,OOC1C(=O)CC(=O)CC1=O,"InChI=1S/C6H6O5/c7-3-1-4(8)6(11-10)5(9)2-3/h6,10H,1-2H2",158.1088,6,0,3,1,0
C5124COCO3,[O]OC(=O)CC(=O)CC(=O)C=O,"InChI=1S/C6H5O6/c7-3-5(9)1-4(8)2-6(10)12-11/h3H,1-2H2",173.1003,5,1,3,1,0
C5124COCO2,O=CC(=O)CC(=O)CC(=O)[O],"InChI=1S/C6H5O5/c7-3-5(9)1-4(8)2-6(10)11/h3H,1-2H2",157.1009,5,1,3,0,0
C5124COPAN,O=CC(=O)CC(=O)CC(=O)OON(=O)=O,"InChI=1S/C6H5NO8/c8-3-5(10)1-4(9)2-6(11)14-15-7(12)13/h3H,1-2H2",219.1058,5,1,3,2,1
C5TRONCO3H,OOC(=O)CC(=O)CC(=O)C=O,"InChI=1S/C6H6O6/c7-3-5(9)1-4(8)2-6(10)12-11/h3,11H,1-2H2",174.1082,5,1,3,1,0
C5124COO2,[O]OCC(=O)CC(=O)C=O,"InChI=1S/C5H5O5/c6-2-4(7)1-5(8)3-10-9/h2H,1,3H2",145.0902,4,1,2,1,0
C5124COO,[O]CC(=O)CC(=O)C=O,"InChI=1S/C5H5O4/c6-2-4(8)1-5(9)3-7/h2H,1,3H2",129.0908,4,1,2,0,0
C5124COOOH,OOCC(=O)CC(=O)C=O,"InChI=1S/C5H6O5/c6-2-4(7)1-5(8)3-10-9/h2,9H,1,3H2",146.0981,4,1,2,1,0
C312COCO3,[O]OC(=O)CC(=O)C=O,"InChI=1S/C4H3O5/c5-2-3(6)1-4(7)9-8/h2H,1H2",131.0636,3,1,2,1,0
C312COCO2,O=CC(=O)CC(=O)[O],"InChI=1S/C4H3O4/c5-2-3(6)1-4(7)8/h2H,1H2",115.0642,3,1,2,0,0
C312COPAN,O=CC(=O)CC(=O)OON(=O)=O,"InChI=1S/C4H3NO7/c6-2-3(7)1-4(8)11-12-5(9)10/h2H,1H2",177.0691,3,1,2,2,1
C312COCO3H,OOC(=O)CC(=O)C=O,"InChI=1S/C4H4O5/c5-2-3(6)1-4(7)9-8/h2,8H,1H2",132.0716,3,1,2,1,0
CHOCOCH2O,[O]CC(=O)C=O,"InChI=1S/C3H3O3/c4-1-3(6)2-5/h1H,2H2",87.0541,2,1,1,0,0
ALCOCH2OOH,OOCC(=O)C=O,"InChI=1S/C3H4O4/c4-1-3(5)2-7-6/h1,6H,2H2",104.0615,2,1,1,1,0
C6135COO,[O]CC(=O)CC(=O)CC=O,"InChI=1S/C6H7O4/c7-2-1-5(9)3-6(10)4-8/h2H,1,3-4H2",143.1174,5,1,2,0,0
C6135COOOH,OOCC(=O)CC(=O)CC=O,"InChI=1S/C6H8O5/c7-2-1-5(8)3-6(9)4-11-10/h2,10H,1,3-4H2",160.1247,5,1,2,1,0
CHOC3COCO3,[O]OC(=O)CC(=O)CC=O,"InChI=1S/C5H5O5/c6-2-1-4(7)3-5(8)10-9/h2H,1,3H2",145.0902,4,1,2,1,0
CHOC3COCO2,O=CCC(=O)CC(=O)[O],"InChI=1S/C5H5O4/c6-2-1-4(7)3-5(8)9/h2H,1,3H2",129.0908,4,1,2,0,0
CHOC3COPAN,O=CCC(=O)CC(=O)OON(=O)=O,"InChI=1S/C5H5NO7/c7-2-1-4(8)3-5(9)12-13-6(10)11/h2H,1,3H2",191.0957,4,1,2,2,1
CHOC3COOOH,OOC(=O)CC(=O)CC=O,"InChI=1S/C5H6O5/c6-2-1-4(7)3-5(8)10-9/h2,9H,1,3H2",146.0981,4,1,2,1,0
